tanggal,kode_sku,nama_produk,kategori,subkategori,wilayah,channel,actual_unit,target_unit,actual_revenue,target_revenue,cogs,profit,stok_awal,stok_akhir,achievement_pct,gap_unit,profit_margin_pct,days_of_stock
2024-02-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Kalimantan,Traditional Trade,355,361,7810000,7942000,4791090,3018910,798,818,98.3,-6,38.7,69
2024-02-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Kalimantan,Mini Market,278,284,6116000,6248000,3492508,2623492,622,674,97.9,-6,42.9,73
2024-02-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Kalimantan,Online,126,121,2772000,2662000,1726100,1045900,499,669,104.1,5,37.7,159
2024-02-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sulawesi,Modern Trade,652,682,14344000,15004000,9362393,4981607,725,400,95.6,-30,34.7,18
2024-02-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sulawesi,Traditional Trade,315,401,6930000,8822000,4638818,2291182,525,459,78.6,-86,33.1,44
2024-02-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sulawesi,Mini Market,148,177,3256000,3894000,1872953,1383047,768,1009,83.6,-29,42.5,205
2024-02-01,SKU002,Sampo Anti Ketombe 170ml,Personal Care,Hair Care,Sulawesi,Online,304,288,6688000,6336000,3792972,2895028,856,839,105.6,16,43.3,83
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jabodetabek,Modern Trade,1595,1316,19140000,15792000,12591192,6548808,859,0,121.2,279,34.2,0
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jabodetabek,Traditional Trade,595,829,7140000,9948000,4731691,2408309,604,125,71.8,-234,33.7,6
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jabodetabek,Mini Market,907,1155,10884000,13860000,6128208,4755792,420,0,78.5,-248,43.7,0
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jabodetabek,Online,435,402,5220000,4824000,3145544,2074456,924,808,108.2,33,39.7,56
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Barat,Modern Trade,601,629,7212000,7548000,4846677,2365323,360,150,95.5,-28,32.8,7
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Barat,Traditional Trade,562,591,6744000,7092000,3879531,2864469,599,285,95.1,-29,42.5,15
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Barat,Mini Market,916,1163,10992000,13956000,7670473,3321527,995,227,78.8,-247,30.2,7
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Barat,Online,320,288,3840000,3456000,2641211,1198789,583,427,111.1,32,31.2,40
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Tengah,Modern Trade,410,512,4920000,6144000,3317420,1602580,992,883,80.1,-102,32.6,65
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Tengah,Traditional Trade,518,679,6216000,8148000,4004173,2211827,684,497,76.3,-161,35.6,29
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Tengah,Mini Market,354,374,4248000,4488000,2395720,1852280,827,715,94.7,-20,43.6,61
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Tengah,Online,394,423,4728000,5076000,3013123,1714877,395,335,93.1,-29,36.3,26
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Timur,Modern Trade,1024,966,12288000,11592000,7491470,4796530,739,0,106.0,58,39.0,0
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Timur,Traditional Trade,618,779,7416000,9348000,4454519,2961481,891,439,79.3,-161,39.9,21
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Timur,Mini Market,1209,1138,14508000,13656000,9925259,4582741,349,0,106.2,71,31.6,0
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Jawa Timur,Online,246,258,2952000,3096000,1630809,1321191,461,540,95.3,-12,44.8,66
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Utara,Modern Trade,560,852,6720000,10224000,3899937,2820063,435,129,65.7,-292,42.0,7
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Utara,Traditional Trade,309,293,3708000,3516000,2091316,1616684,669,588,105.5,16,43.6,57
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Utara,Mini Market,255,308,3060000,3696000,1758976,1301024,705,706,82.8,-53,42.5,83
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Utara,Online,237,238,2844000,2856000,1604805,1239195,518,625,99.6,-1,43.6,79
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Selatan,Modern Trade,223,272,2676000,3264000,1744745,931255,309,190,82.0,-49,34.8,26
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Selatan,Traditional Trade,402,398,4824000,4776000,2958786,1865214,435,377,101.0,4,38.7,28
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Selatan,Mini Market,197,221,2364000,2652000,1585992,778008,405,468,89.1,-24,32.9,71
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sumatera Selatan,Online,336,275,4032000,3300000,2685389,1346611,436,273,122.2,61,33.4,24
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Kalimantan,Modern Trade,230,215,2760000,2580000,1787108,972892,750,799,107.0,15,35.2,104
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Kalimantan,Traditional Trade,240,221,2880000,2652000,1761859,1118141,753,724,108.6,19,38.8,90
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Kalimantan,Mini Market,248,202,2976000,2424000,1691777,1284223,693,724,122.8,46,43.2,88
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Kalimantan,Online,243,262,2916000,3144000,1724946,1191054,386,370,92.7,-19,40.8,46
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sulawesi,Modern Trade,675,704,8100000,8448000,4801179,3298821,327,0,95.9,-29,40.7,0
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sulawesi,Traditional Trade,223,232,2676000,2784000,1771984,904016,602,506,96.1,-9,33.8,68
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sulawesi,Mini Market,319,311,3828000,3732000,2392260,1435740,908,725,102.6,8,37.5,68
2024-02-01,SKU003,Pasta Gigi Whitening 120g,Personal Care,Oral Care,Sulawesi,Online,371,296,4452000,3552000,2689741,1762259,624,420,125.3,75,39.6,34
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jabodetabek,Modern Trade,1280,1153,4480000,4035500,2709557,1770443,999,0,111.0,127,39.5,0
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jabodetabek,Traditional Trade,979,880,3426500,3080000,1893153,1533347,369,0,111.2,99,44.7,0
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jabodetabek,Mini Market,626,828,2191000,2898000,1516834,674166,707,440,75.6,-202,30.8,21
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jabodetabek,Online,477,471,1669500,1648500,1022260,647240,711,376,101.3,6,38.8,24
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Barat,Modern Trade,1175,1131,4112500,3958500,2313444,1799056,380,0,103.9,44,43.7,0
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Barat,Traditional Trade,499,396,1746500,1386000,1046175,700325,900,534,126.0,103,40.1,32
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Barat,Mini Market,750,747,2625000,2614500,1777047,847953,359,0,100.4,3,32.3,0
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Barat,Online,268,215,938000,752500,602050,335950,356,346,124.7,53,35.8,39
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Tengah,Modern Trade,429,579,1501500,2026500,983820,517680,467,392,74.1,-150,34.5,27
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Tengah,Traditional Trade,505,552,1767500,1932000,1163218,604282,470,255,91.5,-47,34.2,15
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Tengah,Mini Market,444,444,1554000,1554000,1025547,528453,420,91,100.0,0,34.0,6
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Tengah,Online,438,381,1533000,1333500,857837,675163,890,591,115.0,57,44.0,40
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Timur,Modern Trade,1065,1114,3727500,3899000,2329469,1398031,880,0,95.6,-49,37.5,0
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Timur,Traditional Trade,472,629,1652000,2201500,1130200,521800,990,677,75.0,-157,31.6,43
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Timur,Mini Market,640,543,2240000,1900500,1520520,719480,312,0,117.9,97,32.1,0
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Jawa Timur,Online,187,195,654500,682500,374710,279790,336,532,95.9,-8,42.7,85
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Utara,Modern Trade,607,704,2124500,2464000,1460335,664165,627,258,86.2,-97,31.3,13
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Utara,Traditional Trade,208,195,728000,682500,473927,254073,353,336,106.7,13,34.9,48
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Utara,Mini Market,473,470,1655500,1645000,1147447,508053,370,235,100.6,3,30.7,15
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Utara,Online,311,277,1088500,969500,612780,475720,767,560,112.3,34,43.7,54
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Selatan,Modern Trade,480,600,1680000,2100000,1000585,679415,937,681,80.0,-120,40.4,43
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Selatan,Traditional Trade,397,486,1389500,1701000,972189,417311,500,482,81.7,-89,30.0,36
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Selatan,Mini Market,312,430,1092000,1505000,604516,487484,854,819,72.6,-118,44.6,79
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sumatera Selatan,Online,125,97,437500,339500,283761,153739,614,642,128.9,28,35.1,154
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Kalimantan,Modern Trade,349,343,1221500,1200500,761977,459523,361,184,101.7,6,37.6,16
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Kalimantan,Traditional Trade,209,297,731500,1039500,500780,230720,832,934,70.4,-88,31.5,134
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Kalimantan,Mini Market,409,459,1431500,1606500,912031,519469,817,576,89.1,-50,36.3,42
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Kalimantan,Online,199,269,696500,941500,428520,267980,433,455,74.0,-70,38.5,69
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sulawesi,Modern Trade,368,423,1288000,1480500,863118,424882,634,528,87.0,-55,33.0,43
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sulawesi,Traditional Trade,317,345,1109500,1207500,643961,465539,898,736,91.9,-28,42.0,70
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sulawesi,Mini Market,207,268,724500,938000,432603,291897,423,590,77.2,-61,40.3,86
2024-02-01,SKU004,Mie Instan Goreng,Food & Beverage,Dry Food,Sulawesi,Online,292,235,1022000,822500,609364,412636,571,440,124.3,57,40.4,45
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jabodetabek,Modern Trade,440,577,1540000,2019500,1037895,502105,917,597,76.3,-137,32.6,41
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jabodetabek,Traditional Trade,573,499,2005500,1746500,1130464,875036,554,263,114.8,74,43.6,14
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jabodetabek,Mini Market,950,1024,3325000,3584000,1958508,1366492,478,0,92.8,-74,41.1,0
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jabodetabek,Online,657,592,2299500,2072000,1454475,845025,396,75,111.0,65,36.7,3
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Barat,Modern Trade,539,457,1886500,1599500,1040959,845541,527,154,117.9,82,44.8,9
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Barat,Traditional Trade,462,407,1617000,1424500,1042229,574771,960,641,113.5,55,35.5,42
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Barat,Mini Market,1095,1190,3832500,4165000,2150983,1681517,366,0,92.0,-95,43.9,0
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Barat,Online,581,487,2033500,1704500,1376865,656635,639,220,119.3,94,32.3,11
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Tengah,Modern Trade,415,326,1452500,1141000,1000220,452280,743,630,127.3,89,31.1,46
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Tengah,Traditional Trade,487,692,1704500,2422000,981657,722843,519,227,70.4,-205,42.4,14
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Tengah,Mini Market,513,650,1795500,2275000,996857,798643,934,646,78.9,-137,44.5,38
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Tengah,Online,351,395,1228500,1382500,763948,464552,389,281,88.9,-44,37.8,24
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Timur,Modern Trade,746,902,2611000,3157000,1782524,828476,838,319,82.7,-156,31.7,13
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Timur,Traditional Trade,858,859,3003000,3006500,2003864,999136,667,154,99.9,-1,33.3,5
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Timur,Mini Market,1139,1018,3986500,3563000,2530820,1455680,629,0,111.9,121,36.5,0
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Jawa Timur,Online,307,371,1074500,1298500,626276,448224,587,409,82.7,-64,41.7,40
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Utara,Modern Trade,776,844,2716000,2954000,1901039,814961,463,0,91.9,-68,30.0,0
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Utara,Traditional Trade,351,327,1228500,1144500,826096,402404,357,218,107.3,24,32.8,19
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Utara,Mini Market,888,840,3108000,2940000,1874810,1233190,477,0,105.7,48,39.7,0
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Utara,Online,258,275,903000,962500,591144,311856,905,761,93.8,-17,34.5,88
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Selatan,Modern Trade,671,583,2348500,2040500,1490044,858456,492,173,115.1,88,36.6,8
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Selatan,Traditional Trade,430,498,1505000,1743000,848126,656874,538,320,86.3,-68,43.6,22
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Selatan,Mini Market,187,175,654500,612500,450089,204411,506,485,106.9,12,31.2,78
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sumatera Selatan,Online,297,304,1039500,1064000,703370,336130,631,464,97.7,-7,32.3,47
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Kalimantan,Modern Trade,153,203,535500,710500,305903,229597,413,629,75.4,-50,42.9,123
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Kalimantan,Traditional Trade,380,317,1330000,1109500,919414,410586,705,725,119.9,63,30.9,57
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Kalimantan,Mini Market,200,221,700000,773500,487465,212535,747,896,90.5,-21,30.4,134
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Kalimantan,Online,184,251,644000,878500,421198,222802,928,1026,73.3,-67,34.6,167
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sulawesi,Modern Trade,389,400,1361500,1400000,826100,535400,601,377,97.2,-11,39.3,29
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sulawesi,Traditional Trade,229,234,801500,819000,554882,246618,700,861,97.9,-5,30.8,113
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sulawesi,Mini Market,141,170,493500,595000,331297,162203,926,998,82.9,-29,32.9,212
2024-02-01,SKU005,Mie Instan Kuah,Food & Beverage,Dry Food,Sulawesi,Online,262,343,917000,1200500,549902,367098,379,338,76.4,-81,40.0,39
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jabodetabek,Modern Trade,1253,993,10650500,8440500,7272141,3378359,390,0,126.2,260,31.7,0
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jabodetabek,Traditional Trade,580,762,4930000,6477000,3224104,1705896,658,309,76.1,-182,34.6,16
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jabodetabek,Mini Market,536,464,4556000,3944000,2805280,1750720,729,378,115.5,72,38.4,21
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jabodetabek,Online,564,581,4794000,4938500,3029346,1764654,403,184,97.1,-17,36.8,10
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Barat,Modern Trade,1310,1324,11135000,11254000,6395927,4739073,375,0,98.9,-14,42.6,0
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Barat,Traditional Trade,376,497,3196000,4224500,1808005,1387995,650,461,75.7,-121,43.4,37
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Barat,Mini Market,640,743,5440000,6315500,3760537,1679463,395,28,86.1,-103,30.9,1
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Barat,Online,589,553,5006500,4700500,3244439,1762061,921,654,106.5,36,35.2,33
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Tengah,Modern Trade,391,512,3323500,4352000,2313687,1009813,719,711,76.4,-121,30.4,55
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Tengah,Traditional Trade,598,681,5083000,5788500,2976769,2106231,350,53,87.8,-83,41.4,3
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Tengah,Mini Market,965,987,8202500,8389500,4578436,3624064,303,0,97.8,-22,44.2,0
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Tengah,Online,181,218,1538500,1853000,984690,553810,504,472,83.0,-37,36.0,78
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Timur,Modern Trade,297,375,2524500,3187500,1758462,766038,784,646,79.2,-78,30.3,65
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Timur,Traditional Trade,582,532,4947000,4522000,3384894,1562106,571,135,109.4,50,31.6,7
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Timur,Mini Market,943,1023,8015500,8695500,4867146,3148354,491,0,92.2,-80,39.3,0
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Jawa Timur,Online,166,196,1411000,1666000,823934,587066,575,797,84.7,-30,41.6,144
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sumatera Utara,Modern Trade,243,320,2065500,2720000,1165986,899514,984,1017,75.9,-77,43.5,126
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sumatera Utara,Traditional Trade,519,597,4411500,5074500,2576876,1834624,362,141,86.9,-78,41.6,8
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sumatera Utara,Mini Market,676,745,5746000,6332500,3907476,1838524,786,503,90.7,-69,32.0,22
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sumatera Utara,Online,244,238,2074000,2023000,1421554,652446,335,448,102.5,6,31.5,55
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sumatera Selatan,Modern Trade,922,852,7837000,7242000,5106826,2730174,935,188,108.2,70,34.8,6
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sumatera Selatan,Traditional Trade,249,211,2116500,1793500,1465378,651122,471,430,118.0,38,30.8,52
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sumatera Selatan,Mini Market,271,345,2303500,2932500,1608400,695100,745,677,78.6,-74,30.2,75
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sumatera Selatan,Online,200,172,1700000,1462000,1167255,532745,368,312,116.3,28,31.3,47
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Kalimantan,Modern Trade,515,531,4377500,4513500,2970106,1407394,832,651,97.0,-16,32.2,38
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Kalimantan,Traditional Trade,130,123,1105000,1045500,694365,410635,729,756,105.7,7,37.2,174
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Kalimantan,Mini Market,370,477,3145000,4054500,2004628,1140372,402,186,77.6,-107,36.3,15
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Kalimantan,Online,371,360,3153500,3060000,2144762,1008738,652,591,103.1,11,32.0,48
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sulawesi,Modern Trade,371,413,3153500,3510500,2022479,1131021,338,155,89.8,-42,35.9,13
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sulawesi,Traditional Trade,247,279,2099500,2371500,1369130,730370,711,583,88.5,-32,34.8,71
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sulawesi,Mini Market,520,442,4420000,3757000,2588515,1831485,786,503,117.6,78,41.4,29
2024-02-01,SKU006,Kecap Manis 135ml,Food & Beverage,Condiment,Sulawesi,Online,185,271,1572500,2303500,936358,636142,587,753,68.3,-86,40.5,122
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jabodetabek,Modern Trade,674,543,3370000,2715000,2005393,1364607,753,343,124.1,131,40.5,15
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jabodetabek,Traditional Trade,619,595,3095000,2975000,1743701,1351299,752,341,104.0,24,43.7,17
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jabodetabek,Mini Market,1076,1058,5380000,5290000,3658821,1721179,357,0,101.7,18,32.0,0
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jabodetabek,Online,257,359,1285000,1795000,784502,500498,836,970,71.6,-102,38.9,113
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Barat,Modern Trade,295,396,1475000,1980000,855661,619339,359,291,74.5,-101,42.0,30
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Barat,Traditional Trade,225,261,1125000,1305000,737657,387343,580,643,86.2,-36,34.4,86
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Barat,Mini Market,893,959,4465000,4795000,2538714,1926286,331,0,93.1,-66,43.1,0
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Barat,Online,444,464,2220000,2320000,1540853,679147,785,741,95.7,-20,30.6,50
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Tengah,Modern Trade,989,1051,4945000,5255000,3383239,1561761,392,0,94.1,-62,31.6,0
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Tengah,Traditional Trade,193,201,965000,1005000,613584,351416,519,539,96.0,-8,36.4,84
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Tengah,Mini Market,561,517,2805000,2585000,1715050,1089950,320,0,108.5,44,38.9,0
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Tengah,Online,578,517,2890000,2585000,1850095,1039905,308,0,111.8,61,36.0,0
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Timur,Modern Trade,743,803,3715000,4015000,2440425,1274575,958,455,92.5,-60,34.3,18
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Timur,Traditional Trade,750,702,3750000,3510000,2320686,1429314,523,111,106.8,48,38.1,4
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Timur,Mini Market,731,749,3655000,3745000,2227989,1427011,404,0,97.6,-18,39.0,0
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Jawa Timur,Online,695,636,3475000,3180000,2348776,1126224,874,423,109.3,59,32.4,18
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Sumatera Utara,Modern Trade,617,591,3085000,2955000,1852365,1232635,583,232,104.4,26,40.0,11
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Sumatera Utara,Traditional Trade,306,379,1530000,1895000,1046300,483700,605,495,80.7,-73,31.6,49
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Sumatera Utara,Mini Market,341,338,1705000,1690000,952270,752730,914,879,100.9,3,44.1,77
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Sumatera Utara,Online,321,322,1605000,1610000,1040538,564462,602,513,99.7,-1,35.2,48
2024-02-01,SKU007,Minuman Teh Botol 350ml,Food & Beverage,RTD Beverage,Sumatera Selatan,Modern Trade,586,675,2930000,3375000,1867739,1062261,885,496,86.8,-89,36.3,25
